,County,Population,None,GED,High School Degree,Associate Degree,Bachelor Degree,Masters Degree,Professional Degree,Doctorate Degree
1144,Mower,39408.0,362.0,873.0,7604.0,3240.0,3571.0,941.0,286.0,163.0
1145,Muhlenberg,30680.0,363.0,1639.0,7269.0,1796.0,1077.0,878.0,224.0,41.0
1146,Multnomah,789246.0,7843.0,19247.0,85155.0,42136.0,140094.0,61680.0,17933.0,9949.0
1147,Murray,58733.0,632.0,3670.0,11096.0,2521.0,3502.0,1257.0,425.0,209.0
1148,Muscatine,44116.0,397.0,1451.0,8719.0,3597.0,3860.0,1160.0,253.0,147.0
1149,Muscogee,218094.0,1891.0,7368.0,30006.0,11583.0,21243.0,8671.0,2689.0,1443.0
1150,Muskegon,173090.0,1284.0,7869.0,32456.0,11924.0,14566.0,5186.0,822.0,448.0
1151,Muskingum,91643.0,400.0,2617.0,24064.0,5377.0,5989.0,2535.0,481.0,154.0
1152,Muskogee,76373.0,328.0,2886.0,15567.0,4220.0,6627.0,1997.0,336.0,294.0
1153,Musselshell,4825.0,22.0,187.0,1199.0,215.0,371.0,138.0,57.0,5.0
1154,Nacogdoches,66439.0,680.0,1738.0,9045.0,2413.0,5597.0,2516.0,656.0,617.0
1155,Nance,3547.0,19.0,93.0,855.0,236.0,273.0,119.0,12.0,10.0
1156,Nantucket,10556.0,19.0,101.0,1835.0,554.0,1997.0,1002.0,242.0,88.0
1157,Napa,141153.0,1997.0,2100.0,16577.0,8742.0,20906.0,6641.0,2549.0,1412.0
1158,Nash,89387.0,771.0,3052.0,17496.0,5505.0,8277.0,2366.0,546.0,370.0
1159,Nassau,1443076.0,11623.0,23226.0,224295.0,78059.0,230431.0,128429.0,42613.0,13363.0
1160,Natchitoches,39124.0,433.0,1298.0,6311.0,1855.0,2709.0,1533.0,215.0,307.0
1161,Natrona,80018.0,198.0,3179.0,11475.0,5747.0,7742.0,2849.0,677.0,416.0
1162,Navajo,110533.0,1812.0,3097.0,17276.0,5591.0,6092.0,2912.0,548.0,393.0
1163,Navarro,44768.0,497.0,1645.0,7178.0,2281.0,3191.0,1118.0,276.0,131.0
1164,Nelson,68582.0,563.0,3115.0,15060.0,4093.0,5277.0,3082.0,632.0,366.0
1165,Nemaha,17283.0,45.0,482.0,3993.0,906.0,2077.0,602.0,65.0,67.0
1166,Neosho,16465.0,78.0,810.0,2874.0,1176.0,1328.0,512.0,124.0,75.0
1167,Neshoba,32312.0,421.0,1292.0,5313.0,1967.0,1838.0,762.0,110.0,94.0
1168,Ness,3184.0,3.0,83.0,759.0,204.0,360.0,68.0,26.0,4.0
1169,Nevada,105177.0,464.0,2112.0,15115.0,7993.0,16221.0,6142.0,2024.0,898.0
1170,New Castle,544501.0,3832.0,10998.0,92912.0,24974.0,75951.0,37654.0,7608.0,7819.0
1171,New Hanover,215275.0,744.0,5084.0,26998.0,14069.0,35832.0,12389.0,3050.0,2307.0
1172,New Haven,862412.0,7135.0,19415.0,159199.0,43079.0,108647.0,63138.0,16391.0,12810.0
1173,New Kent,22611.0,85.0,824.0,4531.0,1187.0,2442.0,948.0,126.0,188.0
1174,New London,274583.0,1860.0,7402.0,51755.0,15576.0,33613.0,20624.0,3875.0,2873.0
1175,New Madrid,16127.0,156.0,655.0,3981.0,524.0,577.0,407.0,7.0,24.0
1176,New York,1620104.0,24301.0,25223.0,128189.0,45778.0,386900.0,217203.0,88996.0,41934.0
1177,Newaygo,41327.0,405.0,1773.0,9962.0,2304.0,2649.0,1062.0,148.0,93.0
1178,Newberry,40331.0,616.0,1624.0,7913.0,2614.0,2983.0,1264.0,133.0,240.0
1179,Newport,82429.0,524.0,1935.0,11620.0,4551.0,15533.0,7958.0,1780.0,1290.0
1180,Newport News (city),184874.0,1684.0,5096.0,27645.0,11182.0,17578.0,8236.0,1181.0,1050.0
1181,Newton,194073.0,1816.0,7680.0,36470.0,10083.0,14031.0,5300.0,895.0,673.0
1182,Nez Perce,38605.0,165.0,1366.0,6822.0,2243.0,4453.0,1264.0,368.0,131.0
1183,Niagara,213907.0,1087.0,8004.0,44595.0,17816.0,20433.0,12126.0,1383.0,1010.0
1184,Nicholas,33685.0,210.0,1703.0,9429.0,1655.0,1891.0,885.0,247.0,143.0
1185,Nicollet,32123.0,89.0,432.0,5047.0,2586.0,4687.0,1306.0,328.0,540.0
1186,Niobrara,2491.0,0.0,98.0,427.0,190.0,319.0,38.0,21.0,12.0
1187,Noble,69556.0,287.0,3161.0,16872.0,3644.0,4535.0,1676.0,247.0,198.0
1188,Nobles,21689.0,481.0,427.0,4250.0,1317.0,1412.0,376.0,97.0,44.0
1189,Nodaway,23021.0,41.0,682.0,4402.0,577.0,1750.0,785.0,226.0,223.0
1190,Nolan,15859.0,207.0,751.0,2798.0,934.0,979.0,247.0,67.0,19.0
1191,Nome (CA),9854.0,3.0,339.0,1886.0,224.0,553.0,161.0,22.0,23.0
1192,Norfolk,678473.0,4628.0,9895.0,90210.0,37028.0,132621.0,71111.0,19699.0,14271.0
1193,Norfolk (city),245452.0,1567.0,7346.0,32704.0,11665.0,23236.0,10986.0,2676.0,2074.0
1194,Norman,6532.0,26.0,237.0,1524.0,618.0,555.0,101.0,15.0,8.0
1195,North Slope,8684.0,6.0,274.0,1734.0,310.0,536.0,146.0,13.0,13.0
1196,Northampton,356297.0,2266.0,8938.0,78249.0,21426.0,40693.0,17639.0,3385.0,2857.0
1197,Northumberland,104981.0,814.0,4534.0,32549.0,5748.0,7575.0,3137.0,661.0,402.0
1198,Northwest Arctic,7703.0,21.0,323.0,1431.0,148.0,276.0,100.0,22.0,29.0
1199,Norton,5678.0,57.0,284.0,1103.0,348.0,632.0,60.0,25.0,5.0
1200,Norton (city),6986.0,41.0,231.0,968.0,493.0,436.0,129.0,2.0,23.0
1201,Nottoway,16357.0,289.0,723.0,3559.0,741.0,1247.0,453.0,96.0,4.0
1202,Nowata,10540.0,78.0,386.0,2667.0,567.0,702.0,211.0,35.0,32.0
1203,Noxubee,11192.0,186.0,198.0,2031.0,425.0,522.0,312.0,17.0,18.0
1204,Nuckolls,4159.0,15.0,144.0,1188.0,382.0,342.0,129.0,46.0,25.0
1205,Nueces,351864.0,4755.0,12527.0,51258.0,16825.0,29260.0,11717.0,2395.0,2250.0
1206,Nye,42097.0,272.0,1759.0,9525.0,2058.0,2917.0,1005.0,203.0,74.0
1207,O'Brien,14609.0,27.0,316.0,3404.0,1222.0,1451.0,301.0,174.0,45.0
1208,Oakland,1232767.0,7115.0,18977.0,153753.0,66122.0,217145.0,117536.0,30699.0,13544.0
1209,Obion,29848.0,277.0,1693.0,6787.0,760.0,2181.0,1089.0,191.0,100.0
1210,Ocean,581887.0,3066.0,13741.0,131305.0,29385.0,72614.0,27799.0,5318.0,2317.0
1211,Oceana,27044.0,188.0,981.0,5577.0,1734.0,1976.0,829.0,193.0,77.0
1212,Ochiltree,10495.0,107.0,270.0,1542.0,426.0,647.0,208.0,36.0,34.0
1213,Oconee,107767.0,743.0,4388.0,17672.0,6532.0,11911.0,6343.0,1382.0,1617.0
1214,Oconto,34520.0,183.0,1023.0,9847.0,2792.0,2610.0,1082.0,143.0,69.0
1215,Ogemaw,22757.0,192.0,953.0,6131.0,1440.0,1191.0,510.0,176.0,35.0
1216,Ogle,50710.0,242.0,1697.0,10149.0,3036.0,4398.0,1963.0,318.0,100.0
1217,Oglethorpe,7789.0,168.0,463.0,1553.0,285.0,439.0,288.0,83.0,25.0
1218,Ohio,75187.0,569.0,3096.0,17019.0,3723.0,7336.0,3132.0,983.0,376.0
1219,Okaloosa,194722.0,1124.0,6170.0,28552.0,13691.0,23420.0,11152.0,1763.0,1476.0
1220,Okanogan,41951.0,215.0,1360.0,7290.0,3050.0,3427.0,1389.0,389.0,132.0
1221,Okeechobee,42763.0,708.0,2590.0,8454.0,1703.0,2040.0,767.0,223.0,76.0
1222,Okfuskee,12342.0,70.0,644.0,2473.0,671.0,644.0,323.0,36.0,20.0
1223,Oklahoma,785544.0,5919.0,20122.0,109211.0,32826.0,101111.0,37745.0,11035.0,5765.0
1224,Okmulgee,36261.0,232.0,1181.0,7527.0,2634.0,2545.0,896.0,172.0,30.0
1225,Oktibbeha,47991.0,332.0,925.0,3480.0,1757.0,5296.0,2934.0,631.0,1622.0
1226,Oldham,57601.0,210.0,2243.0,7597.0,2989.0,8421.0,3769.0,803.0,396.0
1227,Oliver,1142.0,13.0,41.0,219.0,94.0,139.0,22.0,3.0,0.0
1228,Olmsted,144491.0,961.0,2427.0,17659.0,11095.0,23337.0,9729.0,4747.0,2757.0
1229,Oneida,274828.0,3100.0,10213.0,53427.0,21574.0,27007.0,13833.0,2568.0,1656.0
1230,Onondaga,472354.0,3535.0,13141.0,69993.0,37420.0,59910.0,34800.0,7644.0,5098.0
1231,Onslow,184994.0,963.0,4375.0,23787.0,9922.0,14125.0,4804.0,1193.0,504.0
1232,Ontario,106492.0,485.0,3537.0,17325.0,9689.0,12642.0,8113.0,1059.0,1343.0
1233,Ontonagon,6323.0,42.0,151.0,1961.0,524.0,557.0,173.0,26.0,24.0
1234,Orange,5083646.0,62596.0,82198.0,630056.0,286779.0,760519.0,294620.0,84560.0,52160.0
1235,Orangeburg,93094.0,863.0,2327.0,18961.0,5855.0,7126.0,3609.0,432.0,580.0
1236,Oregon,10116.0,93.0,297.0,2394.0,514.0,468.0,256.0,15.0,40.0
1237,Orleans,445636.0,3226.0,10209.0,68863.0,15609.0,57414.0,25523.0,11437.0,5741.0
1238,Osage,78742.0,497.0,3436.0,19405.0,4325.0,5869.0,1998.0,311.0,256.0
1239,Osborne,3907.0,18.0,96.0,918.0,245.0,433.0,97.0,35.0,22.0
1240,Osceola,324755.0,3559.0,11504.0,63517.0,20237.0,26074.0,8214.0,1565.0,1183.0
1241,Oscoda,6920.0,51.0,278.0,1752.0,294.0,364.0,144.0,11.0,4.0
1242,Oswego,124373.0,906.0,6558.0,26124.0,9351.0,8540.0,4957.0,503.0,606.0
1243,Otero,90908.0,966.0,3983.0,13289.0,5871.0,5623.0,3131.0,336.0,332.0
1244,Otoe,15206.0,51.0,401.0,3503.0,1177.0,1543.0,524.0,64.0,55.0
1245,Otsego,86629.0,505.0,2903.0,17463.0,6205.0,8083.0,4573.0,1218.0,816.0
1246,Ottawa,388156.0,2274.0,9539.0,66727.0,23568.0,46587.0,18088.0,2938.0,2153.0
1247,Otter Tail,53691.0,189.0,1323.0,10443.0,4962.0,6677.0,1965.0,553.0,283.0
1248,Ouachita,25966.0,166.0,945.0,6881.0,1357.0,1814.0,863.0,121.0,51.0
1249,Ouachita Parish,153196.0,1093.0,5853.0,26047.0,4132.0,15505.0,6048.0,1241.0,733.0
1250,Ouray,3757.0,5.0,123.0,499.0,163.0,906.0,414.0,119.0,61.0
1251,Outagamie,204791.0,1376.0,3422.0,41986.0,15830.0,28218.0,8454.0,1753.0,1031.0
1252,Overton,18754.0,271.0,1013.0,4411.0,632.0,973.0,430.0,118.0,47.0
1253,Owen,25148.0,190.0,1536.0,6311.0,1291.0,1231.0,630.0,103.0,70.0
1254,Owsley,4928.0,38.0,247.0,899.0,157.0,305.0,219.0,60.0,11.0
1255,Owyhee,9860.0,182.0,403.0,2006.0,456.0,410.0,93.0,12.0,0.0
1256,Oxford,57586.0,279.0,3102.0,16026.0,3434.0,4925.0,2139.0,298.0,120.0
1257,Ozark,9290.0,116.0,549.0,2512.0,489.0,499.0,246.0,84.0,45.0
1258,Ozaukee,88935.0,219.0,1055.0,13092.0,5374.0,18378.0,6305.0,2363.0,950.0
1259,Pacific,20081.0,133.0,676.0,4152.0,1469.0,1738.0,607.0,123.0,117.0
1260,Page,38951.0,279.0,2153.0,8918.0,1997.0,2934.0,1129.0,204.0,141.0
1261,Palm Beach,1384490.0,15767.0,29438.0,225983.0,85232.0,211877.0,81875.0,29737.0,13493.0
1262,Palo Alto,9493.0,13.0,236.0,1777.0,1149.0,1034.0,262.0,42.0,23.0
1263,Palo Pinto,28790.0,247.0,1440.0,5783.0,986.0,1995.0,703.0,134.0,140.0
1264,Pamlico,11044.0,67.0,430.0,2139.0,915.0,1081.0,455.0,77.0,76.0
1265,Panola,61684.0,550.0,2604.0,11537.0,3431.0,3797.0,1159.0,209.0,157.0
1266,Park,60379.0,71.0,1598.0,10994.0,3959.0,8762.0,3415.0,635.0,610.0
1267,Parke,16150.0,168.0,700.0,3644.0,1050.0,1088.0,519.0,43.0,18.0
1268,Parker,107383.0,705.0,3772.0,15573.0,5449.0,13384.0,4445.0,697.0,778.0
1269,Parmer,9593.0,195.0,266.0,1503.0,217.0,608.0,224.0,9.0,36.0
1270,Pasco,523278.0,4128.0,19203.0,105016.0,40860.0,54138.0,21879.0,3481.0,2403.0
1271,Pasquotank,40050.0,475.0,1737.0,6245.0,2367.0,3287.0,1451.0,202.0,236.0
1272,Passaic,517980.0,6408.0,8445.0,109458.0,18707.0,58826.0,22986.0,5151.0,2438.0
1273,Patrick,17659.0,157.0,883.0,3930.0,1187.0,1098.0,548.0,63.0,23.0
1274,Paulding,124225.0,720.0,4986.0,25659.0,6088.0,10887.0,4585.0,1183.0,271.0
1275,Pawnee,26041.0,115.0,1155.0,6003.0,1605.0,2176.0,840.0,156.0,50.0
1276,Payette,21140.0,241.0,1242.0,3479.0,1321.0,1483.0,333.0,119.0,137.0
1277,Payne,80194.0,308.0,2087.0,9718.0,2159.0,9038.0,4327.0,680.0,1756.0
1278,Peach,36374.0,429.0,1333.0,5394.0,1583.0,2923.0,1186.0,135.0,224.0
1279,Pearl River,56567.0,583.0,2819.0,8907.0,4346.0,3547.0,1422.0,150.0,155.0
1280,Pecos,15826.0,494.0,840.0,2900.0,552.0,708.0,310.0,34.0,23.0
1281,Pembina,7334.0,34.0,261.0,1832.0,524.0,795.0,135.0,45.0,14.0
1282,Pemiscot,17313.0,228.0,694.0,3548.0,568.0,866.0,363.0,12.0,40.0
1283,Pend Oreille,12248.0,15.0,441.0,2570.0,1060.0,1088.0,355.0,32.0,30.0
1284,Pender,50862.0,552.0,2227.0,9132.0,3372.0,4481.0,1559.0,440.0,325.0
1285,Pendleton,20991.0,127.0,1035.0,5863.0,923.0,1175.0,587.0,180.0,71.0
1286,Pennington,122281.0,436.0,4347.0,19477.0,9132.0,14510.0,5248.0,1236.0,837.0
1287,Penobscot,155667.0,800.0,5781.0,31901.0,11750.0,16815.0,6418.0,1430.0,1678.0
1288,Peoria,184323.0,713.0,5562.0,29443.0,11784.0,22332.0,9900.0,2240.0,1168.0
1289,Pepin,7353.0,22.0,81.0,2237.0,585.0,634.0,215.0,32.0,20.0
1290,Perkins,5996.0,8.0,188.0,1328.0,348.0,614.0,203.0,84.0,23.0
1291,Perquimans,13368.0,81.0,569.0,2885.0,916.0,1240.0,292.0,74.0,41.0
1292,Perry,238594.0,1442.0,10076.0,59609.0,14067.0,15536.0,7127.0,1347.0,664.0
1293,Pershing,5888.0,33.0,324.0,1265.0,211.0,355.0,174.0,9.0,4.0
1294,Person,23017.0,252.0,890.0,4600.0,1446.0,1974.0,465.0,95.0,51.0
1295,Petersburg (city),61216.0,766.0,2230.0,12237.0,2171.0,4076.0,2177.0,212.0,233.0
1296,Petroleum,370.0,0.0,8.0,155.0,21.0,30.0,21.0,3.0,0.0
1297,Pettis,41813.0,262.0,1068.0,7848.0,2727.0,3173.0,1143.0,319.0,217.0
1298,Phelps,56057.0,505.0,1550.0,10391.0,2649.0,5457.0,2580.0,537.0,801.0
1299,Philadelphia,1538737.0,20655.0,42361.0,300753.0,54391.0,151269.0,69824.0,23165.0,13457.0
1300,Phillips,34980.0,276.0,1327.0,6182.0,2212.0,2438.0,753.0,153.0,114.0
1301,Piatt,15759.0,27.0,392.0,3364.0,1040.0,2009.0,873.0,93.0,122.0
1302,Pickaway,54838.0,337.0,2105.0,14032.0,2616.0,4030.0,1848.0,301.0,117.0
1303,Pickens,181686.0,1302.0,6472.0,30810.0,10809.0,16245.0,7022.0,1519.0,1745.0
1304,Pickett,3856.0,41.0,201.0,983.0,171.0,127.0,133.0,79.0,1.0
1305,Pierce,891334.0,5735.0,28341.0,143698.0,62044.0,94100.0,35673.0,8310.0,5280.0
1306,Pike,306415.0,2328.0,12294.0,64857.0,14845.0,21163.0,10276.0,1709.0,1346.0
1307,Pima,996457.0,8516.0,26752.0,123452.0,56532.0,116269.0,57924.0,13289.0,12588.0
1308,Pinal,374046.0,2867.0,16253.0,59636.0,22945.0,29251.0,12173.0,1359.0,1700.0
1309,Pine,30402.0,180.0,1628.0,7797.0,2044.0,1916.0,709.0,110.0,84.0
1310,Pinellas,931477.0,7563.0,31558.0,176079.0,68873.0,132149.0,48760.0,14510.0,7744.0
1311,Pipestone,10242.0,41.0,284.0,2266.0,767.0,987.0,207.0,72.0,46.0
1312,Piscataquis,16796.0,80.0,955.0,4204.0,1236.0,1530.0,561.0,95.0,63.0
1313,Pitkin,14257.0,37.0,57.0,996.0,629.0,4906.0,1294.0,592.0,168.0
1314,Pitt,176034.0,1027.0,4068.0,22458.0,11703.0,19599.0,7375.0,1773.0,1681.0
1315,Pittsburg,42308.0,164.0,2046.0,8663.0,2510.0,3180.0,1268.0,183.0,111.0
1316,Pittsylvania,43392.0,488.0,2617.0,8707.0,2684.0,2657.0,984.0,218.0,113.0
1317,Piute,1712.0,4.0,101.0,422.0,78.0,130.0,55.0,0.0,0.0
1318,Placer,368497.0,1577.0,5433.0,43829.0,29000.0,62063.0,20583.0,6431.0,3230.0
1319,Plaquemines Parish,23599.0,230.0,931.0,5015.0,764.0,1538.0,455.0,102.0,56.0
1320,Platte,134596.0,588.0,3051.0,19656.0,8237.0,19565.0,8716.0,1793.0,1097.0
1321,Pleasants,6955.0,16.0,410.0,2075.0,315.0,377.0,316.0,0.0,7.0
1322,Plumas,17029.0,134.0,347.0,2636.0,1554.0,1543.0,731.0,253.0,96.0
1323,Plymouth,524958.0,3343.0,10436.0,94834.0,35775.0,78613.0,32485.0,6838.0,3398.0
1324,Pocahontas,15033.0,74.0,794.0,4070.0,922.0,1289.0,458.0,50.0,86.0
1325,Poinsett,24843.0,276.0,1391.0,5732.0,913.0,1005.0,268.0,58.0,56.0
1326,Pointe Coupee,20987.0,124.0,609.0,5408.0,803.0,1450.0,474.0,60.0,37.0
1327,Polk,1489216.0,13308.0,52610.0,266679.0,88920.0,170687.0,58264.0,13198.0,8482.0
1328,Pondera,6641.0,7.0,161.0,1314.0,434.0,773.0,126.0,42.0,46.0
1329,Pontotoc,66412.0,606.0,2412.0,11901.0,2579.0,5767.0,2602.0,289.0,330.0
1330,Pope,78478.0,582.0,3084.0,14079.0,3352.0,6919.0,2698.0,496.0,455.0
1331,Poquoson (city),12027.0,36.0,186.0,2072.0,670.0,1876.0,949.0,159.0,119.0
1332,Portage,223893.0,988.0,5440.0,45175.0,10399.0,24510.0,10489.0,1605.0,2435.0
1333,Porter,159786.0,526.0,4049.0,33633.0,10035.0,17672.0,7491.0,1662.0,1373.0
1334,Portsmouth (city),96135.0,759.0,3723.0,14582.0,5130.0,8423.0,3684.0,605.0,454.0
1335,Posey,22206.0,75.0,587.0,5609.0,1494.0,2167.0,732.0,175.0,66.0
1336,Pottawatomie,92632.0,341.0,3537.0,17375.0,4489.0,8185.0,2854.0,522.0,514.0
1337,Pottawattamie,93595.0,477.0,3003.0,18919.0,6474.0,9158.0,2739.0,472.0,312.0
1338,Potter,143553.0,1647.0,6940.0,21971.0,6863.0,9476.0,3040.0,761.0,296.0
1339,Powder River,1444.0,0.0,35.0,297.0,108.0,197.0,18.0,27.0,14.0
1340,Powell,19484.0,289.0,1825.0,3572.0,765.0,1200.0,842.0,48.0,74.0
1341,Power,6802.0,34.0,380.0,1353.0,151.0,321.0,62.0,67.0,28.0
1342,Poweshiek,19102.0,93.0,507.0,4031.0,1123.0,1910.0,611.0,174.0,357.0
1343,Powhatan,24396.0,24.0,759.0,4032.0,1536.0,3364.0,1282.0,207.0,62.0
1344,Prairie,9094.0,33.0,519.0,2349.0,412.0,510.0,174.0,46.0,21.0
1345,Pratt,9408.0,46.0,206.0,1437.0,658.0,1084.0,377.0,69.0,24.0
1346,Preble,40308.0,335.0,1600.0,11162.0,2258.0,2260.0,876.0,135.0,45.0
1347,Prentiss,21032.0,266.0,1013.0,3585.0,1452.0,1042.0,527.0,92.0,12.0
1348,Presidio,7283.0,196.0,28.0,810.0,62.0,676.0,406.0,142.0,9.0
1349,Presque Isle,14397.0,89.0,478.0,4196.0,932.0,1156.0,492.0,94.0,39.0
1350,Preston,33936.0,348.0,2397.0,9058.0,1267.0,2260.0,1128.0,62.0,188.0
1351,Price,13542.0,36.0,375.0,3977.0,985.0,1295.0,343.0,74.0,40.0
1352,Prince Edward,25631.0,426.0,944.0,4022.0,767.0,1938.0,934.0,245.0,333.0
1353,Prince George,22958.0,210.0,877.0,3568.0,1464.0,2262.0,919.0,94.0,84.0
1354,Prince George's,885058.0,8475.0,15557.0,137502.0,34951.0,106103.0,57683.0,8716.0,9591.0
1355,Prince William,350267.0,2779.0,5826.0,40584.0,17327.0,52702.0,29094.0,3680.0,2089.0
1356,Prince of Wales-Hyder,5721.0,0.0,245.0,1318.0,182.0,415.0,140.0,27.0,39.0
1357,Providence,630691.0,8708.0,19898.0,101758.0,32923.0,68618.0,31065.0,7494.0,6169.0
1358,Prowers,12359.0,97.0,488.0,1723.0,994.0,755.0,252.0,38.0,18.0
1359,Pueblo,161815.0,1048.0,5541.0,25860.0,12386.0,14882.0,6724.0,1102.0,797.0
1360,Pulaski,605852.0,4528.0,21142.0,103470.0,28486.0,69501.0,26682.0,8159.0,5400.0
1361,Pushmataha,11221.0,41.0,483.0,2561.0,524.0,680.0,306.0,48.0,26.0
1362,Putnam,410188.0,3202.0,15918.0,86920.0,22367.0,39835.0,19394.0,3540.0,2799.0
1363,Quay,8664.0,71.0,540.0,1844.0,320.0,557.0,300.0,69.0,19.0
1364,Queen Anne's,43454.0,131.0,1028.0,7779.0,2345.0,6811.0,3156.0,558.0,444.0
1365,Queens,2302581.0,51126.0,61755.0,380361.0,125354.0,312158.0,134348.0,30288.0,14207.0
1366,Quitman,6587.0,79.0,275.0,1044.0,317.0,416.0,137.0,29.0,0.0
1367,Rabun,16084.0,120.0,653.0,3443.0,691.0,1781.0,765.0,253.0,183.0
1368,Racine,205914.0,1639.0,6980.0,36815.0,13030.0,21699.0,8632.0,1388.0,1023.0
1369,Radford (city),24470.0,251.0,729.0,2744.0,1586.0,2201.0,1045.0,157.0,442.0
1370,Rains,14571.0,226.0,706.0,3289.0,637.0,929.0,386.0,41.0,5.0
1371,Raleigh,74892.0,440.0,3837.0,17287.0,3231.0,6473.0,2673.0,573.0,232.0
1372,Ralls,6705.0,23.0,322.0,1991.0,332.0,405.0,166.0,16.0,11.0
1373,Ramsey,539701.0,10048.0,10555.0,67802.0,29197.0,86088.0,36271.0,10853.0,8725.0
1374,Randall,125103.0,535.0,3416.0,13863.0,7448.0,16755.0,6294.0,1182.0,944.0
1375,Randolph,282487.0,2961.0,13378.0,62209.0,16814.0,18742.0,7109.0,1030.0,961.0
1376,Rankin,145770.0,554.0,5335.0,21364.0,9380.0,18304.0,7030.0,1927.0,1160.0
1377,Ransom,5373.0,10.0,112.0,1264.0,467.0,571.0,82.0,41.0,15.0
1378,Rapides,133815.0,1008.0,5991.0,26410.0,4460.0,10115.0,4107.0,1131.0,715.0
1379,Rappahannock,10848.0,17.0,231.0,1783.0,588.0,1594.0,690.0,146.0,182.0
1380,Ravalli,41790.0,176.0,1785.0,8619.0,2453.0,5106.0,1772.0,357.0,228.0
1381,Rawlins,2361.0,18.0,53.0,523.0,194.0,327.0,82.0,38.0,2.0
1382,Ray,19220.0,74.0,755.0,5392.0,648.0,1364.0,542.0,85.0,39.0
1383,Reagan,3733.0,90.0,93.0,796.0,74.0,215.0,48.0,0.0,9.0
1384,Real,3421.0,38.0,72.0,657.0,104.0,347.0,153.0,0.0,32.0
1385,Red Lake,4393.0,9.0,101.0,1155.0,392.0,358.0,92.0,15.0,7.0
1386,Red River,21537.0,165.0,1067.0,5112.0,779.0,1450.0,342.0,38.0,50.0
1387,Red Willow,11001.0,20.0,246.0,2480.0,975.0,953.0,252.0,92.0,10.0
1388,Redwood,16065.0,238.0,415.0,3805.0,1085.0,1476.0,313.0,86.0,51.0
1389,Reeves,14231.0,487.0,540.0,1931.0,286.0,806.0,166.0,46.0,8.0
1390,Refugio,7350.0,132.0,293.0,1481.0,458.0,346.0,139.0,29.0,17.0
1391,Reno,63443.0,287.0,2323.0,9908.0,4426.0,5837.0,2252.0,331.0,185.0
1392,Rensselaer,160719.0,730.0,4648.0,27234.0,15784.0,17802.0,10286.0,1803.0,1640.0
1393,Renville,17917.0,43.0,382.0,4086.0,1584.0,1525.0,308.0,74.0,42.0
1394,Republic,4738.0,8.0,135.0,1137.0,363.0,464.0,193.0,17.0,23.0
1395,Reynolds,6289.0,19.0,318.0,1719.0,175.0,303.0,94.0,11.0,10.0
1396,Rhea,35728.0,624.0,2749.0,6542.0,1335.0,1801.0,848.0,230.0,89.0
1397,Rice,77622.0,576.0,2208.0,12904.0,4800.0,8666.0,3204.0,774.0,1006.0
1398,Rich,2292.0,0.0,26.0,501.0,137.0,213.0,49.0,0.0,6.0
1399,Richardson,8326.0,11.0,371.0,2029.0,563.0,925.0,276.0,54.0,10.0
1400,Richland,593558.0,3177.0,15255.0,93629.0,34013.0,67948.0,30931.0,6439.0,4479.0
1401,Richmond,775167.0,6597.0,24604.0,140773.0,42591.0,85105.0,40049.0,10294.0,5320.0
1402,Riley,69600.0,161.0,690.0,5271.0,2511.0,9092.0,4693.0,1008.0,2258.0
1403,Ringgold,4888.0,10.0,122.0,1133.0,355.0,503.0,136.0,30.0,22.0
1404,Rio Arriba,43943.0,258.0,1506.0,8060.0,2237.0,3108.0,1356.0,274.0,214.0
1405,Rio Blanco,6425.0,11.0,144.0,1223.0,420.0,561.0,260.0,12.0,31.0
1406,Rio Grande,11614.0,45.0,357.0,2013.0,603.0,1114.0,525.0,73.0,66.0
1407,Ripley,47937.0,200.0,1734.0,12360.0,2494.0,3425.0,1268.0,226.0,136.0
1408,Ritchie,11494.0,86.0,624.0,3378.0,519.0,479.0,260.0,46.0,12.0
1409,Riverside,2301199.0,33600.0,42468.0,330476.0,110373.0,192764.0,76945.0,19384.0,12621.0
1410,Roane,59593.0,564.0,3473.0,13749.0,3552.0,4178.0,1718.0,268.0,267.0
1411,Roanoke,63415.0,226.0,1600.0,9966.0,4332.0,10814.0,3476.0,1522.0,802.0
1412,Roanoke (city),104631.0,1348.0,4481.0,17775.0,5905.0,10712.0,4045.0,1435.0,742.0
1413,Roberts,10958.0,18.0,463.0,2048.0,800.0,867.0,298.0,30.0,66.0
1414,Robertson,88578.0,634.0,4168.0,18233.0,4168.0,7233.0,2518.0,534.0,309.0
1415,Robeson,146339.0,2042.0,3719.0,27334.0,7388.0,8223.0,2428.0,623.0,369.0
1416,Rock,170197.0,885.0,5949.0,36355.0,11842.0,15516.0,5946.0,1120.0,728.0
1417,Rock Island,148709.0,968.0,5028.0,27308.0,9540.0,14830.0,5836.0,1077.0,711.0
1418,Rockbridge,12153.0,102.0,621.0,2941.0,552.0,1072.0,550.0,51.0,62.0
1419,Rockcastle,15521.0,209.0,1041.0,3450.0,718.0,535.0,492.0,101.0,12.0
1420,Rockdale,85596.0,686.0,2026.0,15160.0,3974.0,9725.0,3325.0,667.0,433.0
1421,Rockingham,479985.0,2822.0,14716.0,87612.0,30145.0,67002.0,29922.0,4823.0,3758.0
1422,Rockland,320688.0,3107.0,4810.0,41570.0,15729.0,44876.0,27395.0,5948.0,3183.0
1423,Rockwall,86390.0,344.0,1738.0,11046.0,4047.0,13871.0,4927.0,955.0,633.0
