,County,Population,None,GED,High School Degree,Associate Degree,Bachelor Degree,Masters Degree,Professional Degree,Doctorate Degree
573,Falls Church (city),17062.0,156.0,68.0,1097.0,357.0,3996.0,3113.0,1106.0,442.0
574,Fannin,56855.0,346.0,3092.0,11955.0,2833.0,4076.0,1720.0,306.0,368.0
575,Faribault,15012.0,78.0,215.0,4043.0,1246.0,1391.0,301.0,112.0,17.0
576,Faulk,2578.0,8.0,65.0,544.0,240.0,275.0,54.0,4.0,21.0
577,Faulkner,117858.0,643.0,3768.0,18046.0,5439.0,12916.0,5396.0,806.0,1175.0
578,Fauquier,66600.0,448.0,1875.0,10989.0,3197.0,9297.0,4428.0,842.0,637.0
579,Fayette,770789.0,4357.0,26020.0,142223.0,40722.0,94093.0,39410.0,10899.0,7876.0
580,Fentress,18174.0,83.0,1407.0,4171.0,515.0,925.0,385.0,115.0,22.0
581,Fergus,11588.0,9.0,511.0,2533.0,743.0,1900.0,396.0,59.0,48.0
582,Ferry,6620.0,42.0,388.0,1089.0,513.0,520.0,231.0,25.0,0.0
583,Fillmore,29341.0,116.0,613.0,6743.0,2566.0,2880.0,928.0,169.0,88.0
584,Finney,36939.0,779.0,1115.0,3824.0,1673.0,2669.0,991.0,217.0,122.0
585,Fisher,3271.0,60.0,115.0,616.0,176.0,294.0,96.0,17.0,4.0
586,Flagler,99045.0,730.0,4146.0,21460.0,6379.0,11068.0,4359.0,886.0,534.0
587,Flathead,95815.0,139.0,2389.0,17673.0,6148.0,13712.0,3691.0,1459.0,713.0
588,Fleming,15116.0,141.0,821.0,3179.0,769.0,690.0,430.0,115.0,58.0
589,Florence,150588.0,1189.0,3539.0,30703.0,8596.0,13681.0,5508.0,1140.0,873.0
590,Floyd,241247.0,2107.0,9635.0,43243.0,13259.0,19763.0,8770.0,2468.0,1208.0
591,Fluvanna,25751.0,180.0,942.0,3837.0,1545.0,3599.0,1720.0,272.0,297.0
592,Foard,1235.0,2.0,66.0,197.0,35.0,155.0,56.0,0.0,0.0
593,Fond du Lac,96496.0,414.0,2788.0,22813.0,7306.0,9941.0,3623.0,585.0,424.0
594,Ford,48180.0,803.0,1069.0,7306.0,2215.0,3767.0,1121.0,218.0,84.0
595,Forest,17185.0,184.0,1428.0,4669.0,905.0,918.0,415.0,56.0,42.0
596,Forrest,111266.0,632.0,3178.0,13937.0,5519.0,13855.0,5667.0,1516.0,1483.0
597,Forsyth,527001.0,3525.0,12608.0,72004.0,26835.0,80837.0,29866.0,7299.0,5070.0
598,Fort Bend,494647.0,5283.0,8468.0,49921.0,21772.0,84489.0,34955.0,6252.0,6245.0
599,Foster,3372.0,8.0,52.0,697.0,314.0,383.0,76.0,0.0,0.0
600,Fountain,19723.0,157.0,700.0,5418.0,1055.0,1246.0,527.0,84.0,16.0
601,Franklin,2175004.0,18934.0,63146.0,365177.0,109221.0,271694.0,114108.0,26136.0,19661.0
602,Franklin (city),13104.0,102.0,546.0,2111.0,723.0,1261.0,562.0,88.0,34.0
603,Frederick,331727.0,1914.0,6932.0,51726.0,17196.0,49622.0,24799.0,3966.0,4291.0
604,Fredericksburg (city),27395.0,73.0,460.0,3865.0,794.0,3409.0,1920.0,364.0,305.0
605,Freeborn,29331.0,142.0,903.0,6785.0,2521.0,2388.0,648.0,213.0,74.0
606,Freestone,17317.0,209.0,918.0,3129.0,1047.0,1091.0,398.0,54.0,8.0
607,Fremont,106262.0,543.0,7640.0,19487.0,6964.0,9156.0,3368.0,713.0,579.0
608,Fresno,931027.0,26994.0,16797.0,111383.0,44003.0,68653.0,21226.0,7701.0,4135.0
609,Frio,18521.0,492.0,1140.0,2525.0,541.0,868.0,190.0,0.0,0.0
610,Frontier,2509.0,13.0,37.0,494.0,221.0,220.0,89.0,8.0,8.0
611,Fulton,1265190.0,6810.0,24158.0,159186.0,53176.0,227252.0,105415.0,28879.0,14189.0
612,Furnas,5638.0,37.0,117.0,1208.0,589.0,558.0,79.0,29.0,16.0
613,Gadsden,46424.0,693.0,2188.0,8834.0,2139.0,3324.0,1669.0,130.0,296.0
614,Gage,21207.0,350.0,692.0,4511.0,1821.0,2123.0,583.0,144.0,125.0
615,Gaines,18175.0,458.0,487.0,2370.0,560.0,845.0,293.0,44.0,29.0
616,Galax (city),17759.0,155.0,818.0,3888.0,1139.0,1206.0,327.0,77.0,82.0
617,Gallatin,109659.0,130.0,2796.0,13394.0,4147.0,20012.0,6699.0,1328.0,1989.0
618,Gallia,31990.0,223.0,1008.0,7873.0,1641.0,1898.0,1109.0,190.0,111.0
619,Galveston,329507.0,2624.0,10268.0,41929.0,19312.0,43125.0,14918.0,4216.0,3493.0
620,Garden,1918.0,2.0,51.0,459.0,157.0,252.0,76.0,31.0,4.0
621,Garfield,134845.0,931.0,4063.0,23598.0,6772.0,15241.0,5639.0,1295.0,544.0
622,Garland,104240.0,501.0,4118.0,19705.0,5758.0,10758.0,4702.0,1141.0,728.0
623,Garrard,17394.0,206.0,1021.0,3650.0,725.0,1273.0,439.0,82.0,81.0
624,Garrett,27589.0,130.0,878.0,7343.0,1665.0,2038.0,1346.0,261.0,149.0
625,Garvin,30338.0,179.0,1038.0,7755.0,815.0,2164.0,784.0,162.0,81.0
626,Garza,6372.0,149.0,174.0,1179.0,167.0,256.0,65.0,123.0,6.0
627,Gasconade,16326.0,107.0,672.0,4373.0,1050.0,1136.0,504.0,39.0,17.0
628,Gaston,213175.0,1913.0,8953.0,34303.0,12837.0,20145.0,6176.0,1385.0,674.0
629,Gates,11922.0,92.0,477.0,2622.0,859.0,762.0,240.0,92.0,50.0
630,Geary,45316.0,99.0,1271.0,5429.0,2434.0,3069.0,1125.0,94.0,152.0
631,Geauga,88880.0,350.0,1394.0,15285.0,4785.0,12994.0,5309.0,1159.0,676.0
632,Gem,16198.0,129.0,697.0,3584.0,937.0,1345.0,340.0,127.0,0.0
633,Genesee,493071.0,3014.0,14042.0,96702.0,35028.0,41249.0,19122.0,3301.0,2026.0
634,Geneva,26923.0,231.0,1634.0,5253.0,1479.0,1783.0,551.0,68.0,12.0
635,Gentry,7121.0,61.0,247.0,1809.0,298.0,642.0,214.0,33.0,18.0
636,George,27668.0,204.0,1769.0,5369.0,1355.0,1494.0,690.0,80.0,47.0
637,Georgetown,79131.0,529.0,2276.0,16179.0,5396.0,9672.0,4047.0,1138.0,567.0
638,Gibson,88591.0,537.0,3737.0,19866.0,4977.0,6462.0,2524.0,499.0,320.0
639,Gila,54975.0,288.0,1746.0,10241.0,3433.0,3792.0,1971.0,381.0,351.0
640,Gilchrist,17253.0,114.0,916.0,3447.0,989.0,903.0,311.0,43.0,22.0
641,Giles,46262.0,353.0,2368.0,11087.0,2257.0,3186.0,1304.0,299.0,218.0
642,Gillespie,25214.0,225.0,580.0,4513.0,906.0,4140.0,1311.0,541.0,137.0
643,Gilliam,1808.0,12.0,43.0,480.0,115.0,137.0,75.0,3.0,0.0
644,Gilmer,35333.0,388.0,2291.0,6821.0,1620.0,2583.0,1126.0,338.0,140.0
645,Gilpin,5271.0,0.0,198.0,864.0,345.0,717.0,345.0,26.0,121.0
646,Glacier,13672.0,53.0,479.0,2525.0,788.0,1086.0,229.0,65.0,27.0
647,Glades,8241.0,157.0,497.0,2409.0,241.0,261.0,93.0,0.0,19.0
648,Gladwin,39415.0,287.0,946.0,8988.0,2800.0,3272.0,1552.0,365.0,102.0
649,Glascock,3324.0,36.0,211.0,801.0,136.0,109.0,43.0,9.0,18.0
650,Glasscock,954.0,15.0,14.0,144.0,45.0,111.0,17.0,3.0,0.0
651,Glenn,28545.0,545.0,698.0,4731.0,1165.0,1953.0,494.0,198.0,94.0
652,Gloucester,311726.0,1556.0,7298.0,65880.0,18838.0,40339.0,14240.0,3083.0,2137.0
653,Glynn,81587.0,397.0,2753.0,12946.0,4365.0,9158.0,4374.0,1182.0,475.0
654,Gogebic,15930.0,69.0,971.0,3683.0,1187.0,1495.0,520.0,136.0,75.0
655,Golden Valley,2581.0,15.0,62.0,464.0,204.0,304.0,90.0,5.0,3.0
656,Goliad,6334.0,87.0,311.0,1414.0,419.0,422.0,185.0,20.0,29.0
657,Gonzales,20618.0,540.0,746.0,3761.0,504.0,1308.0,330.0,86.0,71.0
658,Goochland,21852.0,101.0,1094.0,4139.0,1061.0,3208.0,1113.0,411.0,180.0
659,Goodhue,47493.0,108.0,1216.0,9612.0,3954.0,5707.0,1569.0,377.0,233.0
660,Gooding,15165.0,403.0,515.0,2596.0,655.0,868.0,334.0,148.0,31.0
661,Gordon,56422.0,1057.0,3149.0,9962.0,2245.0,2825.0,1367.0,315.0,229.0
662,Goshen,13433.0,38.0,569.0,2256.0,922.0,1321.0,558.0,117.0,144.0
663,Gosper,1945.0,3.0,22.0,426.0,134.0,198.0,61.0,14.0,10.0
664,Gove,2842.0,6.0,64.0,700.0,196.0,370.0,65.0,17.0,1.0
665,Grady,51371.0,245.0,2046.0,10930.0,1773.0,4076.0,1218.0,328.0,174.0
666,Grafton,91978.0,364.0,2397.0,15711.0,5076.0,12881.0,6649.0,2205.0,2376.0
667,Graham,44217.0,379.0,2235.0,7091.0,2421.0,2583.0,1211.0,182.0,93.0
668,Grainger,24375.0,192.0,1622.0,6154.0,1096.0,1331.0,423.0,101.0,63.0
669,Grand,24100.0,49.0,986.0,3334.0,1774.0,4012.0,1021.0,318.0,68.0
670,Grand Forks,69024.0,300.0,1500.0,8288.0,4581.0,8476.0,3111.0,776.0,717.0
671,Grand Isle,6952.0,8.0,182.0,1344.0,498.0,1049.0,495.0,162.0,98.0
672,Grand Traverse,100111.0,405.0,2484.0,16705.0,7346.0,13232.0,6566.0,1733.0,833.0
673,Granite,2585.0,15.0,96.0,525.0,137.0,336.0,171.0,20.0,5.0
674,Grant,357845.0,3290.0,13729.0,70906.0,19937.0,25519.0,11403.0,2018.0,1669.0
675,Granville,83486.0,1275.0,3318.0,14453.0,5786.0,7688.0,2499.0,397.0,308.0
676,Gratiot,44267.0,458.0,2403.0,9979.0,2554.0,2545.0,1197.0,151.0,243.0
677,Graves,39794.0,305.0,1923.0,8158.0,2147.0,2861.0,1525.0,263.0,147.0
678,Gray,29996.0,221.0,1378.0,4790.0,1803.0,2132.0,644.0,80.0,53.0
679,Grays Harbor,74145.0,369.0,3410.0,13572.0,5993.0,5253.0,1854.0,285.0,395.0
680,Grayson,165433.0,1229.0,7834.0,30651.0,9389.0,12684.0,5387.0,1062.0,869.0
681,Greeley,3834.0,16.0,84.0,929.0,287.0,378.0,86.0,25.0,2.0
682,Green,47065.0,216.0,1733.0,11656.0,2711.0,4276.0,1543.0,377.0,208.0
683,Green Lake,20614.0,97.0,616.0,5517.0,1392.0,1655.0,563.0,121.0,73.0
684,Greenbrier,39545.0,189.0,2063.0,10509.0,1572.0,3054.0,1334.0,425.0,167.0
685,Greene,747126.0,4463.0,28928.0,139476.0,38430.0,73765.0,33779.0,6343.0,5989.0
686,Greenlee,9023.0,38.0,467.0,1650.0,569.0,463.0,141.0,5.0,0.0
687,Greensville,655.0,0.0,29.0,159.0,45.0,32.0,45.0,0.0,0.0
688,Greenup,33555.0,227.0,1233.0,7822.0,1901.0,2413.0,955.0,166.0,81.0
689,Greenville,505366.0,4441.0,14087.0,75688.0,28747.0,68473.0,27344.0,6182.0,3913.0
690,Greenwood,79624.0,827.0,3133.0,13455.0,5116.0,7980.0,2776.0,557.0,452.0
691,Greer,6088.0,17.0,397.0,1288.0,360.0,439.0,112.0,13.0,4.0
692,Gregg,150941.0,1218.0,5236.0,22518.0,8564.0,13420.0,4239.0,967.0,779.0
693,Gregory,4516.0,26.0,86.0,1151.0,257.0,456.0,102.0,11.0,14.0
694,Grenada,21684.0,365.0,1146.0,3202.0,1118.0,1435.0,731.0,106.0,35.0
695,Griggs,2166.0,1.0,56.0,534.0,199.0,288.0,20.0,3.0,6.0
696,Grimes,28943.0,302.0,1830.0,5638.0,1143.0,1612.0,592.0,108.0,109.0
697,Grundy,86469.0,347.0,3208.0,18962.0,5122.0,7452.0,3177.0,406.0,206.0
698,Guadalupe,131224.0,1032.0,3988.0,20885.0,7401.0,14603.0,7040.0,789.0,529.0
699,Guernsey,39713.0,270.0,1090.0,11030.0,2605.0,2469.0,1036.0,201.0,86.0
700,Guilford,540696.0,4690.0,11789.0,77805.0,27109.0,78666.0,29034.0,5948.0,5111.0
701,Gulf,16079.0,93.0,914.0,3256.0,915.0,1398.0,339.0,158.0,73.0
702,Gunnison,15259.0,92.0,214.0,1405.0,578.0,3858.0,967.0,161.0,201.0
703,Guthrie,11280.0,60.0,321.0,2830.0,846.0,1096.0,247.0,147.0,42.0
704,Gwinnett,903523.0,7938.0,17846.0,113669.0,50411.0,134922.0,50886.0,9482.0,7730.0
705,Haakon,2167.0,1.0,17.0,557.0,146.0,249.0,58.0,8.0,4.0
706,Habersham,44896.0,730.0,2507.0,7908.0,1980.0,3069.0,1615.0,451.0,279.0
707,Haines,2626.0,2.0,45.0,506.0,136.0,475.0,148.0,62.0,20.0
708,Hale,54849.0,886.0,2449.0,10026.0,1794.0,3222.0,1245.0,226.0,260.0
709,Halifax,92039.0,1148.0,3547.0,19779.0,5349.0,6052.0,2390.0,455.0,244.0
710,Hall,253280.0,3261.0,7929.0,39841.0,11388.0,21284.0,8337.0,2863.0,1296.0
711,Hamblen,67409.0,582.0,4204.0,15547.0,2453.0,4557.0,1962.0,385.0,221.0
712,Hamilton,1517609.0,9626.0,35149.0,224501.0,77288.0,231766.0,95034.0,26351.0,16413.0
713,Hamlin,5959.0,0.0,126.0,1443.0,330.0,582.0,137.0,12.0,39.0
714,Hampden,467657.0,5331.0,13766.0,81706.0,29198.0,48332.0,24086.0,5016.0,2536.0
715,Hampshire,184040.0,718.0,4300.0,27382.0,9917.0,22548.0,15063.0,3014.0,4850.0
716,Hampton,24761.0,271.0,869.0,6077.0,1254.0,1185.0,537.0,36.0,40.0
717,Hampton (city),137992.0,598.0,4629.0,19668.0,8619.0,13309.0,6143.0,750.0,654.0
718,Hancock,324730.0,1241.0,11592.0,67742.0,20128.0,37032.0,15148.0,3212.0,2071.0
719,Hand,2772.0,0.0,45.0,603.0,192.0,346.0,94.0,28.0,0.0
720,Hanover,134179.0,569.0,2674.0,19624.0,6786.0,23098.0,9820.0,2384.0,1503.0
721,Hansford,6064.0,33.0,215.0,872.0,176.0,567.0,139.0,5.0,23.0
722,Hanson,2765.0,0.0,54.0,539.0,229.0,345.0,83.0,6.0,63.0
723,Haralson,28740.0,384.0,1516.0,5714.0,1038.0,1680.0,719.0,380.0,86.0
724,Hardee,27541.0,568.0,1455.0,5792.0,509.0,1299.0,422.0,91.0,55.0
725,Hardeman,30775.0,265.0,2343.0,6991.0,852.0,1500.0,722.0,137.0,84.0
726,Hardin,253977.0,1445.0,9696.0,52305.0,15069.0,18814.0,9777.0,1645.0,900.0
727,Harding,1722.0,2.0,70.0,322.0,69.0,280.0,65.0,3.0,5.0
728,Hardy,13597.0,206.0,672.0,3983.0,376.0,921.0,283.0,72.0,72.0
729,Harford,248356.0,1092.0,5447.0,42249.0,13970.0,34197.0,18122.0,2539.0,2544.0
730,Harlan,31604.0,312.0,1522.0,6255.0,1879.0,1562.0,793.0,255.0,47.0
731,Harmon,2832.0,33.0,101.0,418.0,131.0,301.0,138.0,4.0,0.0
732,Harnett,82316.0,708.0,2961.0,14378.0,5279.0,6069.0,2204.0,359.0,283.0
733,Harney,7204.0,23.0,304.0,1444.0,509.0,485.0,330.0,12.0,33.0
734,Harper,9866.0,76.0,256.0,2286.0,414.0,921.0,381.0,30.0,53.0
735,Harris,4560107.0,67528.0,96046.0,560734.0,170882.0,558310.0,212591.0,57965.0,39334.0
736,Harrison,428324.0,3240.0,18520.0,82279.0,24091.0,35758.0,14113.0,2965.0,1885.0
737,Hart,35693.0,421.0,2078.0,7479.0,1633.0,1686.0,969.0,223.0,84.0
738,Hartford,896301.0,7536.0,22910.0,144832.0,48228.0,126786.0,70740.0,18566.0,8489.0
739,Hartley,1093.0,5.0,30.0,147.0,20.0,101.0,21.0,1.0,2.0
740,Harvey,37049.0,183.0,1048.0,6115.0,1859.0,4314.0,1695.0,271.0,189.0
741,Haskell,23114.0,232.0,834.0,4590.0,1226.0,1512.0,504.0,91.0,44.0
742,Hawaii,191482.0,519.0,2913.0,39555.0,12827.0,23082.0,8406.0,2220.0,1925.0
743,Hawkins,54056.0,581.0,3761.0,13508.0,2397.0,3061.0,893.0,184.0,46.0
744,Hayes,550.0,0.0,8.0,96.0,63.0,51.0,22.0,3.0,0.0
745,Hays,178689.0,1467.0,4761.0,19052.0,6667.0,23766.0,7478.0,1211.0,1417.0
746,Haywood,75921.0,438.0,3221.0,14108.0,5924.0,7303.0,3560.0,764.0,435.0
747,Heard,9640.0,83.0,654.0,2023.0,330.0,436.0,174.0,48.0,17.0
748,Hemphill,4078.0,52.0,61.0,599.0,111.0,513.0,98.0,0.0,13.0
749,Hempstead,20327.0,154.0,457.0,4531.0,853.0,1017.0,451.0,32.0,46.0
750,Henderson,255042.0,1996.0,11168.0,46316.0,14979.0,25237.0,10504.0,1888.0,1238.0
751,Hendricks,138313.0,473.0,2992.0,24264.0,7901.0,20906.0,7035.0,1121.0,790.0
752,Hendry,39546.0,1057.0,1513.0,6371.0,1704.0,1619.0,776.0,83.0,66.0
753,Hennepin,1201225.0,11673.0,19299.0,127037.0,68521.0,249849.0,95119.0,27529.0,14736.0
754,Henrico,285103.0,2110.0,6352.0,36466.0,12588.0,52157.0,22769.0,6203.0,3092.0
755,Henry,505030.0,3975.0,18984.0,101917.0,29548.0,44798.0,17703.0,3347.0,2208.0
756,Herkimer,61242.0,543.0,2415.0,12370.0,5989.0,5401.0,3057.0,522.0,279.0
757,Hernando,169187.0,1462.0,7294.0,39563.0,13267.0,13290.0,4957.0,780.0,706.0
758,Hertford,24056.0,241.0,1029.0,4603.0,1582.0,1535.0,590.0,120.0,107.0
759,Hettinger,2812.0,2.0,64.0,695.0,185.0,250.0,44.0,9.0,2.0
760,Hickman,29329.0,297.0,2409.0,6178.0,1257.0,1430.0,607.0,101.0,141.0
761,Hickory,8167.0,32.0,240.0,2454.0,513.0,424.0,163.0,53.0,17.0
762,Hidalgo,760431.0,17712.0,18026.0,81621.0,19893.0,50921.0,15243.0,4119.0,1788.0
763,Highland,44220.0,294.0,1749.0,11173.0,2481.0,2479.0,1154.0,114.0,190.0
764,Highlands,100165.0,1024.0,4292.0,23229.0,6078.0,7995.0,3128.0,736.0,590.0
765,Hill,52503.0,399.0,2111.0,8805.0,3177.0,3988.0,1471.0,237.0,185.0
766,Hillsborough,1666914.0,13336.0,45045.0,262565.0,104289.0,229313.0,93332.0,21931.0,14426.0
767,Hillsdale,43202.0,229.0,1413.0,10092.0,2200.0,2776.0,1280.0,303.0,185.0
768,Hinds,246894.0,2109.0,6632.0,31724.0,12371.0,24809.0,11506.0,3787.0,2474.0
769,Hinsdale,740.0,0.0,17.0,103.0,37.0,179.0,31.0,11.0,11.0
770,Hitchcock,3152.0,0.0,107.0,731.0,355.0,231.0,115.0,7.0,9.0
771,Hocking,27632.0,142.0,799.0,7637.0,1778.0,1776.0,695.0,109.0,35.0
772,Hockley,22362.0,316.0,812.0,2727.0,1182.0,1525.0,487.0,75.0,33.0
773,Hodgeman,1822.0,5.0,47.0,303.0,143.0,244.0,58.0,0.0,8.0
774,Hoke,41682.0,431.0,970.0,5586.0,3181.0,4239.0,970.0,46.0,165.0
775,Holmes,74745.0,714.0,2980.0,15019.0,2402.0,3243.0,1295.0,278.0,109.0
776,Holt,15058.0,47.0,388.0,3588.0,1129.0,1522.0,498.0,106.0,52.0
777,Honolulu,984178.0,8596.0,14847.0,161252.0,68843.0,143924.0,48371.0,16266.0,9425.0
778,Hood,55973.0,310.0,2496.0,8984.0,2420.0,7029.0,2467.0,473.0,371.0
779,Hood River,22797.0,347.0,726.0,3194.0,954.0,3230.0,1025.0,397.0,210.0
780,Hooker,801.0,0.0,14.0,205.0,51.0,101.0,39.0,0.0,5.0
781,Hopewell (city),31269.0,385.0,2352.0,6164.0,1563.0,1960.0,886.0,70.0,79.0
782,Hopkins,81695.0,812.0,3956.0,17693.0,4256.0,5290.0,2826.0,531.0,133.0
783,Horry,275172.0,1704.0,7965.0,55590.0,18938.0,29629.0,10879.0,2022.0,1297.0
784,Hot Spring,55191.0,270.0,2817.0,11456.0,3141.0,4639.0,2231.0,414.0,220.0
785,Hot Springs,4773.0,3.0,136.0,930.0,472.0,462.0,208.0,29.0,26.0
786,Houghton,37020.0,152.0,648.0,6671.0,1729.0,4190.0,1561.0,293.0,747.0
787,Houston,294995.0,2317.0,11217.0,53168.0,18431.0,26577.0,11538.0,2450.0,1199.0
788,Howard,456411.0,2483.0,11035.0,58162.0,20255.0,72076.0,45229.0,10188.0,9146.0
789,Howell,42051.0,205.0,1809.0,9506.0,2204.0,2284.0,1384.0,406.0,115.0
790,Hubbard,18488.0,60.0,572.0,3701.0,1478.0,2275.0,743.0,222.0,136.0
791,Hudson,662619.0,9020.0,10058.0,111804.0,21484.0,110753.0,48198.0,10163.0,5714.0
792,Hudspeth,3165.0,37.0,90.0,443.0,55.0,125.0,31.0,7.0,3.0
793,Huerfano,6099.0,78.0,221.0,1138.0,367.0,718.0,398.0,70.0,60.0
794,Hughes,31927.0,192.0,1231.0,5960.0,1726.0,3540.0,1133.0,290.0,238.0
795,Humboldt,163342.0,909.0,4249.0,25538.0,9956.0,18770.0,6091.0,1747.0,1618.0
796,Humphreys,27495.0,329.0,1489.0,5680.0,970.0,1626.0,699.0,81.0,40.0
797,Hunt,79352.0,566.0,3223.0,14591.0,3478.0,5574.0,2543.0,250.0,639.0
798,Hunterdon,124850.0,803.0,1497.0,18317.0,5877.0,25729.0,11848.0,2768.0,2314.0
799,Huntingdon,45535.0,318.0,2667.0,14157.0,2349.0,2926.0,1200.0,205.0,271.0
800,Huntington,42455.0,202.0,1728.0,10356.0,2499.0,3462.0,1803.0,245.0,211.0
801,Huron,102981.0,735.0,2962.0,30215.0,5534.0,6723.0,2729.0,616.0,196.0
802,Hutchinson,29354.0,149.0,1324.0,4944.0,1675.0,2446.0,650.0,145.0,129.0
803,Hyde,6875.0,107.0,272.0,1571.0,350.0,458.0,76.0,14.0,6.0
804,Iberia,74780.0,985.0,3579.0,16862.0,2139.0,4330.0,1391.0,391.0,190.0
805,Iberville,34599.0,330.0,1569.0,7594.0,1246.0,2056.0,709.0,113.0,142.0
806,Ida,6947.0,14.0,158.0,1894.0,482.0,739.0,163.0,32.0,11.0
807,Idaho,13743.0,37.0,503.0,3226.0,738.0,1451.0,316.0,86.0,44.0
808,Imperial,173070.0,4285.0,3506.0,19103.0,6945.0,10378.0,3571.0,696.0,121.0
809,Independence,35626.0,278.0,1734.0,7561.0,1487.0,2544.0,901.0,244.0,212.0
810,Indian River,143019.0,1637.0,5295.0,27295.0,10236.0,17627.0,7636.0,2377.0,1244.0
811,Indiana,87852.0,401.0,2255.0,22707.0,4447.0,7655.0,3552.0,535.0,995.0
812,Ingham,301277.0,1852.0,6351.0,32856.0,16363.0,36813.0,17849.0,5425.0,6335.0
813,Inyo,19440.0,290.0,391.0,3892.0,1088.0,2103.0,957.0,192.0,124.0
814,Ionia,63299.0,604.0,3155.0,13044.0,3797.0,4596.0,1585.0,198.0,94.0
815,Iosco,25813.0,133.0,895.0,6972.0,1558.0,2033.0,961.0,177.0,95.0
816,Iowa,38947.0,76.0,698.0,9353.0,3163.0,3905.0,1492.0,323.0,168.0
817,Iredell,162170.0,1220.0,5102.0,25208.0,11238.0,19442.0,6830.0,1465.0,651.0
818,Irion,1572.0,20.0,49.0,344.0,87.0,104.0,28.0,3.0,16.0
819,Iron,74758.0,211.0,1844.0,13107.0,4076.0,7105.0,2819.0,452.0,433.0
820,Iroquois,29827.0,158.0,1017.0,7468.0,2138.0,2152.0,774.0,139.0,116.0
821,Irwin,7571.0,80.0,372.0,1984.0,403.0,356.0,121.0,75.0,23.0
822,Isabella,67554.0,257.0,1179.0,9616.0,2739.0,5487.0,2946.0,340.0,985.0
823,Isanti,35174.0,158.0,1360.0,7754.0,2595.0,2901.0,906.0,148.0,55.0
824,Island,63829.0,214.0,1436.0,8671.0,5095.0,9302.0,3875.0,845.0,557.0
825,Isle of Wight,34922.0,281.0,1162.0,5743.0,2144.0,4382.0,1822.0,398.0,213.0
826,Issaquena,852.0,3.0,86.0,150.0,4.0,17.0,14.0,0.0,7.0
827,Itasca,44122.0,79.0,1563.0,8489.0,3687.0,4799.0,1531.0,445.0,210.0
828,Itawamba,28003.0,236.0,1503.0,4770.0,1585.0,1594.0,596.0,134.0,43.0
829,Izard,13059.0,35.0,834.0,3156.0,878.0,769.0,379.0,46.0,24.0
830,Jack,8463.0,127.0,539.0,1832.0,377.0,408.0,187.0,22.0,19.0
831,Jackson,1732761.0,11733.0,61916.0,312707.0,93061.0,176999.0,74688.0,17688.0,11046.0
832,James City,94893.0,764.0,1391.0,11667.0,5004.0,17304.0,9302.0,2103.0,2140.0
833,Jasper,323043.0,1995.0,11759.0,68845.0,16214.0,28874.0,10955.0,2421.0,1394.0
834,Jay,21945.0,166.0,907.0,5964.0,1122.0,964.0,414.0,58.0,32.0
835,Jeff Davis,17484.0,256.0,902.0,3397.0,912.0,915.0,427.0,173.0,109.0
836,Jefferson,3217657.0,18747.0,106710.0,531592.0,182323.0,389958.0,169875.0,42885.0,26477.0
837,Jefferson Davis,39444.0,362.0,1711.0,8957.0,1417.0,2299.0,878.0,129.0,26.0
838,Jefferson Parish,435092.0,5000.0,13267.0,80524.0,17470.0,49696.0,15412.0,6379.0,2830.0
839,Jenkins,8473.0,106.0,429.0,1682.0,327.0,376.0,190.0,68.0,0.0
840,Jennings,26727.0,330.0,1250.0,7174.0,1270.0,1237.0,606.0,35.0,33.0
841,Jerauld,2000.0,10.0,44.0,546.0,142.0,171.0,55.0,10.0,0.0
842,Jerome,22741.0,423.0,620.0,3240.0,903.0,1384.0,356.0,94.0,53.0
843,Jersey,25928.0,98.0,938.0,5717.0,2066.0,1991.0,887.0,91.0,100.0
844,Jessamine,49752.0,225.0,2282.0,7075.0,2502.0,5165.0,2881.0,663.0,515.0
845,Jewell,2915.0,1.0,49.0,796.0,250.0,251.0,55.0,3.0,35.0
846,Jim Hogg,5239.0,137.0,180.0,842.0,173.0,313.0,87.0,34.0,0.0
847,Jim Wells,41677.0,653.0,1347.0,7624.0,1481.0,1847.0,816.0,119.0,84.0
848,Jo Daviess,22188.0,121.0,651.0,5610.0,1168.0,2439.0,1105.0,161.0,116.0
849,Johnson,1182286.0,4878.0,28904.0,148149.0,60842.0,193649.0,80124.0,21451.0,12709.0
850,Johnston,143407.0,1420.0,5260.0,25059.0,10248.0,11786.0,3418.0,633.0,326.0
851,Jones,122220.0,1270.0,4705.0,21815.0,7662.0,9576.0,3910.0,1023.0,327.0
852,Josephine,85091.0,390.0,3692.0,16384.0,5902.0,6426.0,3121.0,624.0,284.0
853,Juab,10277.0,14.0,210.0,1811.0,773.0,649.0,193.0,32.0,8.0
854,Judith Basin,1825.0,0.0,35.0,509.0,96.0,350.0,63.0,8.0,3.0
855,Juneau,27429.0,226.0,1482.0,6802.0,1779.0,1789.0,519.0,98.0,70.0
856,Juneau City and Borough,32511.0,100.0,983.0,3719.0,1615.0,5455.0,2259.0,597.0,268.0
857,Juniata,23610.0,207.0,667.0,7743.0,1000.0,1347.0,799.0,35.0,43.0
858,Kalamazoo,253194.0,1062.0,4881.0,31329.0,15184.0,32762.0,15724.0,3000.0,3170.0
859,Kalkaska,13695.0,81.0,577.0,3453.0,868.0,976.0,360.0,67.0,48.0
860,Kanabec,12699.0,39.0,534.0,2937.0,907.0,771.0,382.0,121.0,28.0
